Rank,Name,Team,MIN,PTS,REB,AST,STL,BLK,TO,3PM,FGM,FGA,FTM,FTA,FG%,FT%,FGImpact,FTImpact,Composite
145,"Tobe Awaka",CHI,17,2,9,0,0,1,6,0,1,1,0,0,100.0,,0.58,0.00,-3.88
146,"Malik Thomas",TOR,10,0,2,2,0,0,1,0,0,2,0,0,0.0,,-0.83,0.00,-3.97
147,"Aidan Mahaney",MIN,8,2,0,0,0,0,0,0,1,2,0,0,50.0,,0.17,0.00,-4.01
148,"Mohammad Amini",BOS,3,0,1,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.06
149,"Frankie Fidler",POR,19,6,2,2,0,0,1,0,3,9,0,1,33.3,0.0,-0.75,-0.67,-4.11
150,"Houston Mallette",CHI,5,2,1,0,0,0,0,0,1,4,0,0,25.0,,-0.67,0.00,-4.27
151,"Riley Minix",CLE,27,0,6,2,1,0,2,0,0,5,0,1,0.0,0.0,-2.08,-0.67,-4.28
152,"Blake Hinson",UTAH,21,12,4,0,0,0,1,1,3,10,2,5,30.0,40.0,-1.17,-1.37,-4.29
153,"Will Johnston",NY,5,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.42
154,"Reed Bailey",PHX,4,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.42
155,"John Butler Jr.",MIL,1,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.42
156,"Devin McGlockton",MIN,1,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.42
157,"Dajuan Harris",MIN,2,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.42
158,"Guillermo Diaz Graham",DAL,3,0,2,0,0,0,1,0,0,0,0,0,,,0.00,0.00,-4.44
159,"Damion Baugh",MIN,11,2,3,2,1,0,2,0,1,2,0,2,50.0,0.0,0.17,-1.35,-4.45
160,"Kennedy Chandler",CHI,14,4,4,2,0,0,2,0,2,7,0,1,28.6,0.0,-0.92,-0.67,-4.54
161,"Aziz Bandaogo",TOR,3,0,0,0,0,0,0,0,0,1,0,0,0.0,,-0.42,0.00,-4.73
162,"Boopie Miller",MIL,8,0,0,0,1,0,0,0,0,5,0,0,0.0,,-2.08,0.00,-4.99
163,"Boo Buie",CHI,14,3,0,1,0,0,2,1,1,5,0,0,20.0,,-1.08,0.00,-5.00
164,"Alex Reese",IND,11,2,1,0,0,0,0,0,1,3,0,1,33.3,0.0,-0.25,-0.67,-5.02
165,"Chris Mantis",MIN,3,0,0,0,0,0,0,0,0,2,0,0,0.0,,-0.83,0.00,-5.04
166,"Cam Carter",MIA,6,2,0,0,0,1,2,0,1,4,0,0,25.0,,-0.67,0.00,-5.09
167,"Dailyn Swain",CHI,30,4,9,1,0,0,3,0,0,9,2,3,0.0,66.7,-3.75,-0.02,-5.12
168,"Antonio Reeves",CHI,3,0,0,0,0,0,1,0,0,0,0,0,,,0.00,0.00,-5.16
169,"Jameer Nelson Jr.",PHX,11,2,3,1,0,0,3,0,1,5,0,0,20.0,,-1.08,0.00,-5.54
170,"Orlando Thomas",DET,6,0,3,0,0,0,3,0,0,0,0,0,,,0.00,0.00,-5.56
171,"Keion Brooks Jr.",IND,12,0,0,1,0,1,1,0,0,3,0,1,0.0,0.0,-1.25,-0.67,-5.59
172,"Isaiah Evans",MIN,23,2,1,0,1,0,2,0,0,8,1,1,0.0,100.0,-3.33,0.33,-6.24
