Rank,Name,Team,MIN,PTS,REB,AST,STL,BLK,TO,3PM,FGM,FGA,FTM,FTA,FG%,FT%,FGImpact,FTImpact,Composite
16,"William Hickey",LAL,23,5,2,5,2,1,2,1,1,1,1,1,100.0,100.0,0.56,0.31,3.01
17,"Zack Austin",MIL,24,17,3,0,0,0,0,3,6,11,1,1,54.5,100.0,1.21,0.31,2.79
18,"Lachlan Olbrich",GS,22,21,6,1,1,0,3,1,7,7,3,5,100.0,60.0,3.95,-0.45,2.68
19,"Steve Settle III",GS,16,9,4,1,1,1,0,1,3,7,1,1,42.9,100.0,-0.05,0.31,2.13
20,"Bogoljub Markovic",MIL,28,10,9,5,2,2,4,0,4,12,1,2,33.3,50.0,-1.23,-0.38,2.06
21,"Graham Ike",GS,21,8,7,2,0,3,1,0,3,6,1,2,50.0,50.0,0.39,-0.38,1.96
22,"Nick Boyd",GS,25,13,1,5,2,0,2,1,5,13,1,1,38.5,100.0,-0.66,0.31,1.87
23,"Tre Donaldson",MIA,30,15,5,6,3,0,3,1,6,16,1,3,37.5,33.3,-0.97,-1.07,1.34
24,"Malique Lewis",MIL,22,9,5,3,2,1,4,1,2,7,2,2,28.6,100.0,-1.05,0.62,1.20
25,"Tarris Reed Jr.",SA,25,12,12,1,0,1,2,0,6,10,0,1,60.0,0.0,1.64,-0.69,1.19
26,"William Kyle III",LAL,24,6,3,2,3,0,2,0,2,3,1,1,66.7,100.0,0.69,0.31,1.14
27,"RJ Nembhard Jr.",GS,27,14,4,3,2,0,3,1,5,7,2,4,71.4,50.0,1.95,-0.76,0.91
28,"Hyunjung Lee",SA,20,7,7,4,1,0,1,0,1,8,2,2,12.5,100.0,-2.49,0.62,0.72
29,"Andersson Garcia",GS,14,7,9,2,0,0,1,0,2,2,2,3,100.0,66.7,1.13,-0.07,0.59
30,"Jesse Edwards",MIL,16,8,2,0,1,3,0,1,3,5,1,3,60.0,33.3,0.82,-1.07,0.59
31,"Cameron Tyson",GS,23,14,2,1,0,0,2,4,5,10,0,0,50.0,,0.64,0.00,0.53
32,"Jack Clark",GS,21,7,5,1,0,2,2,2,2,3,1,2,66.7,50.0,0.69,-0.38,0.35
33,"Luke Goode",LAL,15,9,2,0,0,0,0,3,3,5,0,0,60.0,,0.82,0.00,0.24
34,"Arthur Kaluma",LAL,28,16,2,2,0,1,2,0,5,11,4,5,45.5,80.0,0.21,0.55,0.21
35,"Chase Ross",LAL,15,4,6,2,2,0,1,0,1,5,1,1,20.0,100.0,-1.18,0.31,0.20
36,"Meechie Johnson",MIA,16,5,2,6,0,0,0,1,2,3,0,1,66.7,0.0,0.69,-0.69,0.09
37,"Tre White",MIA,23,16,4,0,0,0,1,1,6,13,1,1,46.2,100.0,0.34,0.31,-0.07
38,"Kobe Stewart",MIL,15,6,2,1,1,0,0,0,3,3,0,0,100.0,,1.69,0.00,-0.15
39,"Chance McMillian",GS,27,14,1,1,0,0,1,2,6,12,0,0,50.0,,0.77,0.00,-0.41
40,"Anthony Dell'Orso",SAC,25,5,4,2,1,0,1,1,2,5,0,0,40.0,,-0.18,0.00,-0.55
41,"Arnas Sakenis",MIA,19,4,3,0,1,2,1,0,2,4,0,0,50.0,,0.26,0.00,-0.56
42,"Jon Elmore",LAL,17,5,1,2,1,0,0,1,1,4,1,1,25.0,100.0,-0.74,0.31,-0.59
43,"Brayden Burries",MIL,16,12,2,1,0,0,0,1,3,8,3,4,37.5,75.0,-0.49,0.24,-0.77
44,"Aaron Scott",BKN,17,5,5,0,0,0,0,1,2,3,0,0,66.7,,0.69,0.00,-0.92
45,"Nique Clifford",SAC,28,8,6,2,2,0,2,0,3,9,1,2,33.3,50.0,-0.92,-0.38,-1.27
46,"KJ Adams Jr.",GS,15,7,2,0,0,0,0,0,3,4,1,1,75.0,100.0,1.26,0.31,-1.38
47,"Kendall Brown",MIA,17,6,2,3,0,0,0,2,2,9,0,0,22.2,,-1.92,0.00,-1.39
48,"Maliq Brown",SA,22,2,4,1,1,0,0,0,1,3,0,0,33.3,,-0.31,0.00,-1.62
49,"Isaiah Stevens",SAC,15,9,1,1,0,0,3,3,3,4,0,0,75.0,,1.26,0.00,-1.75
50,"Wade Taylor IV",GS,19,13,2,1,0,1,2,1,4,10,2,3,40.0,66.7,-0.36,-0.07,-1.81
51,"Dion Brown",BKN,19,4,1,2,1,0,1,0,2,3,0,0,66.7,,0.69,0.00,-1.87
52,"Cameron Carr",LAL,13,5,1,1,1,1,1,0,2,7,1,1,28.6,100.0,-1.05,0.31,-1.99
53,"Nate Kingz",MIA,12,5,1,1,1,0,1,1,1,4,1,1,25.0,100.0,-0.74,0.31,-2.03
54,"RJ Davis",SA,29,18,3,1,0,0,2,2,7,16,2,4,43.8,50.0,0.03,-0.76,-2.09
55,"B.J. Edwards",SAC,9,2,3,2,0,0,0,0,1,2,0,0,50.0,,0.13,0.00,-2.14
56,"Kam Jones",MIL,18,14,2,3,0,0,5,1,6,12,1,1,50.0,100.0,0.77,0.31,-2.41
57,"Max Shulga",GS,25,6,1,4,1,0,2,0,1,4,2,3,25.0,66.7,-0.74,-0.07,-2.52
58,"Brandon Boston Jr.",MIL,14,5,1,2,0,1,2,1,2,5,0,0,40.0,,-0.18,0.00,-2.53
59,"Mitch Mascari",SAC,16,6,2,1,0,0,1,2,2,7,0,0,28.6,,-1.05,0.00,-2.73
60,"Mikel Brown Jr.",BKN,19,10,1,4,0,0,2,2,4,11,0,1,36.4,0.0,-0.79,-0.69,-2.79
61,"RJ Melendez",SA,10,2,0,2,0,3,1,0,0,3,1,2,0.0,50.0,-1.31,-0.38,-2.85
62,"Miles Barnstable",SA,6,3,0,0,1,0,1,1,1,1,0,0,100.0,,0.56,0.00,-2.91
63,"AK Okereke",LAL,15,7,4,0,0,0,2,1,2,6,1,1,33.3,100.0,-0.61,0.31,-3.07
64,"Reese Dixon-Waters",GS,18,6,2,1,0,0,2,2,2,7,0,0,28.6,,-1.05,0.00,-3.58
65,"Cam Carter",MIA,7,0,3,2,0,0,0,0,0,3,0,0,0.0,,-1.31,0.00,-3.59
66,"Jacari White",LAL,11,5,2,0,0,0,2,1,2,3,0,0,66.7,,0.69,0.00,-3.72
67,"David Green",GS,22,3,2,2,0,0,1,1,1,6,0,0,16.7,,-1.61,0.00,-3.82
68,"Jayden Nunn",SA,13,5,0,1,0,0,2,1,1,3,1,1,33.3,100.0,-0.31,0.31,-4.00
69,"Igor Milicic Jr.",SA,13,2,3,2,0,0,2,0,1,3,0,0,33.3,,-0.31,0.00,-4.19
70,"Viktor Lakhin",SAC,15,7,2,2,1,0,2,1,3,6,0,2,50.0,0.0,0.39,-1.38,-4.25
71,"David Muoka",SA,3,0,2,0,0,0,0,0,0,1,0,0,0.0,,-0.44,0.00,-4.44
72,"Hason Ward",GS,19,0,2,1,2,2,3,0,0,4,0,1,0.0,0.0,-1.74,-0.69,-4.58
73,"Dain Dainja",BKN,8,4,7,0,0,0,1,0,1,2,1,3,50.0,33.3,0.13,-1.07,-4.64
74,"Haowen Guo",SAC,6,0,0,0,0,0,0,0,0,0,0,0,,,0.00,0.00,-4.82
75,"Chase Hunter",GS,24,4,2,2,0,0,2,0,1,7,1,1,14.3,100.0,-2.05,0.31,-4.98
76,"Robbie Avila",LAL,14,2,1,2,0,0,1,0,1,6,0,0,16.7,,-1.61,0.00,-5.10
77,"Kira Lewis Jr.",MIL,19,3,4,0,0,0,2,1,1,7,0,0,14.3,,-2.05,0.00,-5.47
78,"Jacksen Moni",GS,18,0,4,0,0,0,0,0,0,2,0,1,0.0,0.0,-0.87,-0.69,-5.50
79,"Drake Powell",BKN,23,2,4,0,1,0,2,0,1,8,0,0,12.5,,-2.49,0.00,-5.64
80,"Lajae Jones",GS,20,2,4,1,0,0,0,0,1,9,0,1,11.1,0.0,-2.92,-0.69,-6.22
